Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0.1,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0.2,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"WET,DRY",80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL",80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,"WET,DRY",80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL",80-84 Bayview Station Road,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"FP,WET",30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,WET,30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",30 Metcalfe Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,WET,12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,WET,12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",12-18 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"FP,SPR",527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,SPR,527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",527-531 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"SPR,WET",533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,"SPR,WET",533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL,FHC",533-539 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,WET,6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL",6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,WET,6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL",6-8 York Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"SPR,WET,DRY",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,"FA,VOICE",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,"SPR,WET,DRY",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,"FA,VOICE",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL",419-431 Sussex and 136 St. Patrick Street,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,WET,"3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,"3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL","3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,WET,"3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,"3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL","3,7,15 Clarence and 457-465 Sussex Drive",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,WET,449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,"FA,LSA",449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL",449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,WET,449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL",449-453 Sussex Drive,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"WET,DRY","1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,"1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL,FHC","1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,"WET,DRY","1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,"1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,"FE,EL,FHC","1740 Woodroffe Avenue, Building #400",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,HYD,"1740 Woodroffe Avenue, Campus",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,AI,,,,,,,,,,0.0,,,,,FE,"1740 Woodroffe Avenue, Campus",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inside Edge Properties-Route,Tender,MI,,,,,,,,,,0.0,,,,,FE,"1740 Woodroffe Avenue, Campus",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Morguard investments Limited-Sprinkler,19-1127 JP/20-1186JH,SAI,,,,,,,,,,850.0,,,,,"SPR,WET",301 Laurier Avenue West,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Morguard investments Limited-Fire Alarm,19-1127 JP/20-1186JH,SAI,,,,,,,,,,850.0,,,,,FA,301 Laurier Avenue West,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Morguard investments Limited-Route,19-1127 JP/20-1186JH,SAI,,,,,,,,,,850.0,,,,,"FE,EL,FHC",301 Laurier Avenue West,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Morguard Investments Limited-yr internal After reg Hours,19-1127 JP/20-1186,SAI,,,,,,,,,,2215.0,,,,,,301 Laurier Avenue West,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Morguard Investments Ltd.-Sprinkler,20-1086-7BS,AI,,100022.0,238103- Base Bldg,2021-02-01,02/01/2020,2021-01-31,,,,0.0,,,,,"SPR,WET,DRY",1601 Telesat Court,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Fire Alarm,20-1086-7BS,AI,,100022.0,238103- Base Bldg,2021-02-01,02/01/2020,2021-01-31,,,,0.0,,,,,"FA,EOL",1601 Telesat Court,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Route,20-1086-7BS,AI,,100022.0,238103- Base Bldg,2021-02-01,02/01/2020,2021-01-31,,,,0.0,,,,,"EL,FHC,FLCS,EXT",1601 Telesat Court,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Bronson Centre-Fire Alarm,20-1999JD,AI,,100068.0,,2021-12-01,12/01/2020,2021-11-30,,,,1470.0,,,,,FA,211 Bronson Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Bronson Centre-Route,20-1999JD,AI,,100068.0,,2021-12-01,12/01/2020,2021-11-30,,,,1470.0,,,,,"EL,FHC",211 Bronson Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Sprinkler,18-1400-5yr contract,MI,,,,2021-01-01,01/01/2018,2020-12-31,,,,540.0,,,,,"FP,SPR,WET",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Route,18-1400-5yr contract,MI,,,,2021-01-01,01/01/2018,2020-12-31,,,,540.0,,,,,"EL,FHC",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Sprinkler,19-1760,MI,,100046.0,,2021-01-01,01/01/2019,2020-12-31,,,,280.0,,,,,"SPR,DRY",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Fire Alarm,19-1760,MI,,100046.0,,2021-01-01,01/01/2019,2020-12-31,,,,280.0,,,,,FA,377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Route,19-1760,MI,,100046.0,,2021-01-01,01/01/2019,2020-12-31,,,,280.0,,,,,"EL,FHC",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shall May Holdings Ltd c/o Frastell Property Mgmt Inc.-Sprinkler,19-1191JP,AI,,,,2021-04-01,04/01/2019,2021-03-31,,,,3210.0,,,,,"FP,SPR",465 Richmond Road - Plaza Towers Apts.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shall May Holdings Ltd c/o Frastell Property Mgmt Inc.-Fire Alarm,19-1191JP,AI,,,,2021-04-01,04/01/2019,2021-03-31,,,,3210.0,,,,,"FA,LSA,VOICE",465 Richmond Road - Plaza Towers Apts.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shall May Holdings Ltd c/o Frastell Property Mgmt Inc.-Route,19-1191JP,AI,,,,2021-04-01,04/01/2019,2021-03-31,,,,3210.0,,,,,FHC,465 Richmond Road - Plaza Towers Apts.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Nurses Association-Fire Alarm,19-1192JP,AI,,100244.0,,2021-04-01,04/01/2019,2021-03-31,,,,1075.0,,,,,FA,50 The Driveway,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Nurses Association-Route,19-1192JP,AI,,100244.0,,2021-04-01,04/01/2019,2021-03-31,,,,1075.0,,,,,EL,50 The Driveway,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Residential-Sprinkler,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FP,SPR,DRY",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Residential-Fire Alarm,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FA,VOICE",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Residential-Route,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FE,FHC",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Sprinkler,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,"SPR,WET,GLYCOL",59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Fire Alarm,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,FA,59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Route,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,EL,59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,AI,,,,,,,,,,0.0,,,,,"HYD,SPR,WET",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,Tender,AI,,,,,,,,,,0.0,,,,,FA,18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,Tender,AI,,,,,,,,,,0.0,,,,,"FE,EL",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Sprinkler,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,"SPR,DRY",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Fire Alarm,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,FA,377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Route,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,"EL,FHC",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Fire Alarm,20-1007JD,AI,,,,2021-01-01,01/01/2020,2020-12-31,,,,1355.0,,,,,"FA,CO","27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Route,20-1007JD,AI,,,,2021-01-01,01/01/2020,2020-12-31,,,,1355.0,,,,,EL,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Sprinkler,20-1398MT,AI,,,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,"FP,SPR,WET,DRY",275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Fire Alarm,20-1398MT,AI,,,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,FA,275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Route,20-1398MT,AI,,,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,"EL,FHC",275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Sprinkler,18-1400-5yr contract,AI,,,,2021-05-01,05/01/2018,2021-04-30,,,,3200.0,,,,,"FP,HYD,SPR,WET",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Route,18-1400-5yr contract,AI,,,,2021-05-01,05/01/2018,2021-04-30,,,,3200.0,,,,,"EL,FHC,EXT",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Sprinkler,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"SPR,WET",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Fire Alarm,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"FA,VOICE",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Route,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"EL,FHC",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Fire Alarm,19-1285JP,AI,,,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,FA,2255 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Route,19-1285JP,AI,,,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,"EL,FHC,EXT",2255 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Fire Alarm,19-1285JP,AI,,,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,FA,2249 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Route,19-1285JP,AI,,,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,"EL,FHC,EXT",2249 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,MI,,,,,,,,,,0.0,,,,,"SPR,WET",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,Tender,MI,,,,,,,,,,0.0,,,,,FA,18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
